"file","slug","title","category","pubDate","author","draft","featured","tagsCount","wordCount","internalLinksCount","issuesCount","issues"
"cara-menggunakan-ai-untuk-membuat-konten.md","cara-menggunakan-ai-untuk-membuat-konten","Cara Menggunakan AI untuk Membuat Konten Harian Lebih Konsisten","tutorial-ai","2026-07-13","AI Praktis Indonesia","false","false","10","2910","48","0",""
"cara-menggunakan-ai-untuk-membuat-presentasi.md","cara-menggunakan-ai-untuk-membuat-presentasi","Cara Menggunakan AI untuk Membuat Presentasi Profesional","tutorial-ai","2026-07-13","AI Praktis Indonesia","false","false","10","2878","42","0",""
"cara-menggunakan-ai-untuk-menulis-artikel.md","cara-menggunakan-ai-untuk-menulis-artikel","Cara Menggunakan AI untuk Menulis Artikel Blog dari Nol","tutorial-ai","2026-07-13","AI Praktis Indonesia","false","false","10","3084","42","0",""
"cara-menggunakan-ai-untuk-notulen-rapat.md","cara-menggunakan-ai-untuk-notulen-rapat","Cara Menggunakan AI untuk Notulen Rapat, Ringkasan, dan Action Items","tutorial-ai","2026-07-13","AI Praktis Indonesia","false","false","10","2752","40","0",""
"cara-menggunakan-ai-untuk-pemula.md","cara-menggunakan-ai-untuk-pemula","Cara Menggunakan AI untuk Pemula","belajar-ai","2026-06-15","AI Praktis Indonesia","false","false","6","1452","19","0",""
"cara-menggunakan-ai-untuk-riset.md","cara-menggunakan-ai-untuk-riset","Cara Menggunakan AI untuk Riset, Merangkum, dan Menganalisis Informasi","tutorial-ai","2026-07-13","AI Praktis Indonesia","false","false","10","2827","41","0",""
"cara-menggunakan-ai-untuk-seo.md","cara-menggunakan-ai-untuk-seo","Cara Menggunakan AI untuk SEO Website dan Artikel Blog","tutorial-ai","2026-07-13","AI Praktis Indonesia","false","false","10","3610","37","0",""
"cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif.md","cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif","Cara Menggunakan ChatGPT untuk Belajar Lebih Efektif","ai-chatbot","2026-06-15","AI Praktis Indonesia","false","false","6","1506","17","0",""
"cara-menggunakan-chatgpt-untuk-pekerjaan-sehari-hari.md","cara-menggunakan-chatgpt-untuk-pekerjaan-sehari-hari","Cara Menggunakan ChatGPT untuk Pekerjaan Sehari-hari","ai-chatbot","2026-06-12","AI Praktis Indonesia","false","false","6","1074","8","0",""
"cara-menggunakan-chatgpt-untuk-umkm.md","cara-menggunakan-chatgpt-untuk-umkm","Cara Menggunakan ChatGPT untuk UMKM: Panduan Praktis Meningkatkan Produktivitas dan Penjualan","ai-chatbot","2026-06-19","AI Praktis Indonesia","false","false","7","1756","23","0",""
"cara-menggunakan-cursor-ai.md","cara-menggunakan-cursor-ai","Cara Menggunakan Cursor AI: Panduan Lengkap untuk Pemula Tahun 2026","ai-chatbot","2026-06-30","AI Praktis Indonesia","false","false","7","814","10","0",""
"cara-menggunakan-github-copilot.md","cara-menggunakan-github-copilot","Cara Menggunakan GitHub Copilot: Panduan Lengkap untuk Pemula Tahun 2026","ai-chatbot","2026-06-30","AI Praktis Indonesia","false","false","7","846","10","0",""
"cara-menghasilkan-uang-dengan-ai.md","cara-menghasilkan-uang-dengan-ai","Cara Menghasilkan Uang dengan AI: Panduan Praktis untuk Pemula","tutorial-ai","2026-06-16","AI Praktis Indonesia","false","false","7","1013","26","0",""
"cara-menghasilkan-uang-dengan-chatgpt.md","cara-menghasilkan-uang-dengan-chatgpt","Cara Menghasilkan Uang dengan ChatGPT: 15 Cara yang Bisa Dimulai dari Rumah","ai-chatbot","2026-06-25","AI Praktis Indonesia","false","false","7","842","18","0",""
"cara-meningkatkan-produktivitas-dengan-ai.md","cara-meningkatkan-produktivitas-dengan-ai","Cara Meningkatkan Produktivitas dengan AI","tutorial-ai","2026-06-15","AI Praktis Indonesia","false","false","7","836","14","0",""
"cara-menjadi-freelancer-ai.md","cara-menjadi-freelancer-ai","Cara Menjadi Freelancer AI: Panduan Lengkap Mendapatkan Penghasilan dari Artificial Intelligence","tutorial-ai","2026-06-25","AI Praktis Indonesia","false","false","7","2154","39","0",""
"cara-menjual-jasa-prompt-engineering.md","cara-menjual-jasa-prompt-engineering","Cara Menjual Jasa Prompt Engineering: Panduan Lengkap Mendapatkan Klien dan Penghasilan","prompt-engineering","2026-06-25","AI Praktis Indonesia","false","false","7","1435","18","0",""
"cara-menulis-prompt-chatgpt-yang-efektif.md","cara-menulis-prompt-chatgpt-yang-efektif","Cara Menulis Prompt ChatGPT yang Efektif","ai-chatbot","2026-06-13","AI Praktis Indonesia","false","false","7","989","16","0",""
"cara-merangkum-jurnal-dengan-chatgpt.md","cara-merangkum-jurnal-dengan-chatgpt","Cara Merangkum Jurnal dengan ChatGPT: Panduan Lengkap untuk Mahasiswa","ai-chatbot","2026-06-21","AI Praktis Indonesia","false","false","7","1576","14","0",""
"cara-umkm-memulai-ai.md","cara-umkm-memulai-ai","Cara UMKM Memulai AI: Panduan Praktis untuk Pemilik Usaha","tutorial-ai","2026-06-16","AI Praktis Indonesia","false","false","7","857","11","0",""
"chatgpt-plus-vs-gratis.md","chatgpt-plus-vs-gratis","ChatGPT Plus vs Gratis: Apa Bedanya dan Apakah Layak Berlangganan?","ai-chatbot","2026-07-06","AI Praktis Indonesia","false","false","5","908","13","0",""
"chatgpt-untuk-belajar.md","chatgpt-untuk-belajar","ChatGPT untuk Belajar: Cara Belajar Lebih Cepat dan Efektif dengan AI","ai-chatbot","2026-06-15","AI Praktis Indonesia","false","false","6","1360","24","0",""
"chatgpt-untuk-customer-service.md","chatgpt-untuk-customer-service","ChatGPT untuk Customer Service: Cara Menggunakan AI untuk Meningkatkan Layanan Pelanggan","ai-chatbot","2026-06-19","AI Praktis Indonesia","false","false","6","944","13","0",""
"chatgpt-untuk-guru.md","chatgpt-untuk-guru","ChatGPT untuk Guru: Panduan Lengkap Menggunakan AI dalam Pembelajaran","ai-chatbot","2026-06-22","AI Praktis Indonesia","false","false","6","1734","16","0",""
"chatgpt-untuk-mahasiswa.md","chatgpt-untuk-mahasiswa","ChatGPT untuk Mahasiswa: Panduan Lengkap Belajar, Tugas, Skripsi, dan Penelitian","ai-chatbot","2026-06-22","AI Praktis Indonesia","false","false","6","864","14","0",""
"chatgpt-untuk-marketing.md","chatgpt-untuk-marketing","ChatGPT untuk Marketing: Cara Menggunakan AI untuk Meningkatkan Strategi Pemasaran","ai-chatbot","2026-06-19","AI Praktis Indonesia","false","false","6","939","16","0",""
"chatgpt-untuk-pemula.md","chatgpt-untuk-pemula","ChatGPT untuk Pemula","ai-chatbot","2026-06-12","AI Praktis Indonesia","false","false","6","1413","24","0",""
"chatgpt-untuk-pendidikan.md","chatgpt-untuk-pendidikan","ChatGPT untuk Pendidikan: Cara Belajar dan Mengajar Lebih Efektif dengan AI","ai-chatbot","2026-06-15","AI Praktis Indonesia","false","false","6","974","15","0",""
"chatgpt-untuk-penelitian.md","chatgpt-untuk-penelitian","ChatGPT untuk Penelitian: Panduan Lengkap Menggunakan AI untuk Riset Akademik","ai-chatbot","2026-06-21","AI Praktis Indonesia","false","false","6","970","11","0",""
"chatgpt-untuk-sales.md","chatgpt-untuk-sales","ChatGPT untuk Sales: Cara Menggunakan AI untuk Meningkatkan Penjualan","ai-chatbot","2026-06-19","AI Praktis Indonesia","false","false","6","925","13","0",""
"chatgpt-untuk-siswa.md","chatgpt-untuk-siswa","ChatGPT untuk Siswa: Panduan Lengkap Belajar Lebih Cepat dan Efektif dengan AI","ai-chatbot","2026-06-22","AI Praktis Indonesia","false","false","6","803","10","0",""
"chatgpt-untuk-skripsi.md","chatgpt-untuk-skripsi","ChatGPT untuk Skripsi: Cara Menggunakan AI Secara Efektif dan Etis","ai-chatbot","2026-06-21","AI Praktis Indonesia","false","false","6","1555","16","0",""
"chatgpt-untuk-umkm.md","chatgpt-untuk-umkm","ChatGPT untuk UMKM","ai-chatbot","2026-06-15","AI Praktis Indonesia","false","false","6","1143","25","0",""
"claude-pro-vs-gratis.md","claude-pro-vs-gratis","Claude Pro vs Gratis: Perbedaan Fitur, Harga, dan Apakah Layak Berlangganan?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","2250","23","0",""
"claude-untuk-pemula.md","claude-untuk-pemula","Claude untuk Pemula: Panduan Lengkap Menggunakan Claude AI untuk Belajar, Bekerja, dan Produktivitas (2026)","ai-chatbot","2026-07-06","AI Praktis Indonesia","false","false","5","3087","26","0",""
"claude-vs-chatgpt.md","claude-vs-chatgpt","Claude vs ChatGPT: Perbandingan Lengkap, Mana AI Chatbot yang Lebih Baik pada 2026?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","3012","24","0",""
"claude-vs-gemini.md","claude-vs-gemini","Claude vs Gemini: Perbandingan Lengkap, Mana AI Chatbot yang Lebih Baik pada 2026?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","3668","27","0",""
"contoh-penerapan-ai.md","contoh-penerapan-ai","Contoh Penerapan AI: 30 Contoh AI dalam Kehidupan, Kerja, Bisnis, dan Pendidikan","belajar-ai","2026-07-17","AI Praktis Indonesia","false","false","10","3935","69","0",""
"contoh-prompt-ai-untuk-belajar.md","contoh-prompt-ai-untuk-belajar","Contoh Prompt AI untuk Belajar: Rangkuman, Penjelasan, Latihan, Riset, dan Jadwal Belajar","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2268","36","0",""
"contoh-prompt-ai-untuk-bisnis.md","contoh-prompt-ai-untuk-bisnis","Contoh Prompt AI untuk Bisnis: Marketing, Sales, Customer Service, Operasional, dan Strategi","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2517","47","0",""
"contoh-prompt-ai-untuk-kerja.md","contoh-prompt-ai-untuk-kerja","Contoh Prompt AI untuk Kerja: Email, Laporan, Meeting, Presentasi, Excel, dan Produktivitas","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2254","38","0",""
"deepseek-untuk-pemula.md","deepseek-untuk-pemula","DeepSeek untuk Pemula: Panduan Lengkap Menggunakan DeepSeek AI (2026)","ai-chatbot","2026-07-06","AI Praktis Indonesia","false","false","5","3016","22","0",""
"deepseek-vs-chatgpt.md","deepseek-vs-chatgpt","DeepSeek vs ChatGPT: Perbandingan Lengkap, Mana AI Chatbot yang Lebih Baik pada 2026?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","2941","22","0",""
"freelance-menggunakan-ai.md","freelance-menggunakan-ai","Freelance Menggunakan AI: Cara Mendapatkan Penghasilan di Era Kecerdasan Buatan","belajar-ai","2026-06-16","AI Praktis Indonesia","false","false","6","885","14","0",""
"gemini-ai-untuk-pemula.md","gemini-ai-untuk-pemula","Gemini AI untuk Pemula","belajar-ai","2026-06-13","AI Praktis Indonesia","false","false","6","1315","18","0",""
"grok-untuk-pemula.md","grok-untuk-pemula","Grok untuk Pemula: Panduan Lengkap Menggunakan Grok AI (2026)","ai-chatbot","2026-07-06","AI Praktis Indonesia","false","false","5","3029","24","0",""
"grok-vs-chatgpt.md","grok-vs-chatgpt","Grok vs ChatGPT: Perbandingan Lengkap, Mana AI Chatbot yang Lebih Baik?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","3031","23","0",""
"ide-bisnis-ai-yang-menghasilkan-uang.md","ide-bisnis-ai-yang-menghasilkan-uang","25 Ide Bisnis AI yang Menghasilkan Uang di Tahun 2026","ai-untuk-bisnis","2026-06-29","AI Praktis Indonesia","false","false","7","803","10","0",""
"istilah-ai.md","istilah-ai","Istilah AI yang Harus Diketahui: Glosarium AI untuk Pemula","belajar-ai","2026-07-17","AI Praktis Indonesia","false","false","10","7109","79","0",""
"jasa-ai-yang-paling-laku.md","jasa-ai-yang-paling-laku","Jasa AI yang Paling Laku: 15 Layanan Artificial Intelligence dengan Permintaan Tinggi","belajar-ai","2026-06-25","AI Praktis Indonesia","false","false","6","2211","54","0",""
"jenis-jenis-ai.md","jenis-jenis-ai","Jenis-Jenis Artificial Intelligence: Narrow AI, General AI, Generative AI, dan Contohnya","belajar-ai","2026-07-17","AI Praktis Indonesia","false","false","10","3910","62","0",""
"karier-ai-untuk-pemula.md","karier-ai-untuk-pemula","Karier AI untuk Pemula: Skill, Profesi, Roadmap, dan Peluang Kerja","karier-ai","2026-07-17","AI Praktis Indonesia","false","false","10","4698","66","0",""
"kesalahan-menggunakan-ai-chatbot.md","kesalahan-menggunakan-ai-chatbot","Kesalahan Menggunakan AI Chatbot yang Harus Dihindari Pemula, Bisnis, dan Tim Customer Service","ai-chatbot","2026-07-10","AI Praktis Indonesia","false","false","7","3659","39","0",""
"kesalahan-pemula-saat-menggunakan-ai.md","kesalahan-pemula-saat-menggunakan-ai","Kesalahan Pemula Saat Menggunakan AI","belajar-ai","2026-06-16","AI Praktis Indonesia","false","false","6","1095","10","0",""
"kursus-ai-gratis-terbaik.md","kursus-ai-gratis-terbaik","Kursus AI Gratis Terbaik: 15 Tempat Belajar Artificial Intelligence Tanpa Biaya","belajar-ai","2026-06-24","AI Praktis Indonesia","false","false","6","2445","36","0",""
"microsoft-copilot-untuk-pemula.md","microsoft-copilot-untuk-pemula","Microsoft Copilot untuk Pemula: Panduan Lengkap Mengenal dan Menggunakan Microsoft Copilot (2026)","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","3340","38","0",""
"microsoft-copilot-vs-chatgpt.md","microsoft-copilot-vs-chatgpt","Microsoft Copilot vs ChatGPT: Perbandingan Lengkap, Mana yang Lebih Cocok untuk Produktivitas?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","3554","22","0",""
"pekerjaan-yang-akan-berubah-karena-ai.md","pekerjaan-yang-akan-berubah-karena-ai","Pekerjaan yang Akan Berubah Karena AI: Cara Beradaptasi di Era Kecerdasan Buatan","belajar-ai","2026-06-16","AI Praktis Indonesia","false","false","6","867","13","0",""
"pekerjaan-yang-tidak-akan-digantikan-ai.md","pekerjaan-yang-tidak-akan-digantikan-ai","Pekerjaan yang Tidak Akan Digantikan AI: Skill yang Tetap Dibutuhkan di Masa Depan","belajar-ai","2026-06-16","AI Praktis Indonesia","false","false","6","910","11","0",""
"perbedaan-chatgpt-dan-gemini.md","perbedaan-chatgpt-dan-gemini","Perbedaan ChatGPT dan Gemini","ai-chatbot","2026-06-13","AI Praktis Indonesia","false","false","6","1124","14","0",""
"perplexity-ai-untuk-pemula.md","perplexity-ai-untuk-pemula","Perplexity AI untuk Pemula: Panduan Lengkap Cara Menggunakan Perplexity AI (2026)","ai-chatbot","2026-07-06","AI Praktis Indonesia","false","false","5","1045","17","0",""
"perplexity-vs-chatgpt.md","perplexity-vs-chatgpt","Perplexity vs ChatGPT: Perbandingan Lengkap, Mana AI yang Lebih Baik untuk Mencari Informasi?","ai-chatbot","2026-07-07","AI Praktis Indonesia","false","false","5","2851","24","0",""
"prompt-ai-untuk-copywriting.md","prompt-ai-untuk-copywriting","Prompt AI untuk Copywriting: Headline, Iklan, Landing Page, CTA, Email, dan Konten Jualan","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2825","49","0",""
"prompt-ai-untuk-customer-service.md","prompt-ai-untuk-customer-service","Prompt AI untuk Customer Service: Template Balasan, Komplain, FAQ, Chatbot, dan SOP Layanan","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2717","37","0",""
"prompt-ai-untuk-email-marketing.md","prompt-ai-untuk-email-marketing","Prompt AI untuk Email Marketing: Newsletter, Sequence, Follow-Up, Subject Line, dan Campaign","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","3151","38","0",""
"prompt-ai-untuk-sales.md","prompt-ai-untuk-sales","Prompt AI untuk Sales: Follow-Up, Prospecting, Objection Handling, Closing, CRM, dan Proposal","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2789","42","0",""
"prompt-ai-untuk-seo.md","prompt-ai-untuk-seo","Prompt AI untuk SEO: Riset Keyword, Outline Artikel, Optimasi Konten, dan Audit Website","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2555","36","0",""
"prompt-ai-untuk-social-media.md","prompt-ai-untuk-social-media","Prompt AI untuk Social Media: Ide Konten, Caption, Hook, Kalender Posting, Reels, TikTok, dan Carousel","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","10","2680","45","0",""
"prompt-chatgpt-untuk-menulis.md","prompt-chatgpt-untuk-menulis","Prompt ChatGPT untuk Menulis: Artikel, Email, Caption, Copywriting, Cerita, dan Konten","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2239","39","0",""
"prompt-chatgpt-untuk-presentasi.md","prompt-chatgpt-untuk-presentasi","Prompt ChatGPT untuk Presentasi: Ide Slide, Outline, Script, Narasi, dan Desain","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","9","2185","31","0",""
"prompt-chatgpt-untuk-produktivitas.md","prompt-chatgpt-untuk-produktivitas","Prompt ChatGPT untuk Produktivitas Harian: Kerja Lebih Cepat, Fokus, dan Teratur dengan AI","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","8","2111","31","0",""
"prompt-chatgpt-untuk-riset.md","prompt-chatgpt-untuk-riset","Prompt ChatGPT untuk Riset: Cara Mencari, Merangkum, Membandingkan, dan Menganalisis Informasi","prompt-engineering","2026-07-11","AI Praktis Indonesia","false","false","8","2756","37","0",""
"prompt-engineer.md","prompt-engineer","Prompt Engineer: Pengertian, Tugas, Skill, Gaji, dan Cara Menjadi Prompt Engineer","prompt-engineering","2026-06-23","AI Praktis Indonesia","false","false","7","849","12","0",""
"prompt-engineering-untuk-pemula.md","prompt-engineering-untuk-pemula","Prompt Engineering untuk Pemula: Panduan Lengkap Menulis Prompt AI yang Efektif","prompt-engineering","2026-07-10","AI Praktis Indonesia","false","false","7","2553","34","0",""
"prospek-kerja-artificial-intelligence.md","prospek-kerja-artificial-intelligence","Prospek Kerja Artificial Intelligence: Peluang Karier, Gaji, dan Pekerjaan Masa Depan","belajar-ai","2026-06-24","AI Praktis Indonesia","false","false","6","825","25","0",""
"pusat-ai-untuk-bisnis.md","pusat-ai-untuk-bisnis","AI untuk Bisnis: Panduan Lengkap AI untuk UMKM, Marketing, Sales, dan Produktivitas","ai-untuk-bisnis","2026-06-18","AI Praktis Indonesia","false","false","7","915","54","0",""
"pusat-ai-untuk-content-creator.md","pusat-ai-untuk-content-creator","AI untuk Content Creator: Panduan Lengkap Membuat Konten dengan AI","ai-untuk-content-creator","2026-06-18","AI Praktis Indonesia","false","false","7","968","37","0",""
"pusat-ai-untuk-pendidikan.md","pusat-ai-untuk-pendidikan","AI untuk Pendidikan: Panduan Lengkap AI untuk Guru, Siswa, dan Mahasiswa","ai-untuk-pendidikan","2026-06-18","AI Praktis Indonesia","false","false","7","929","35","0",""
"pusat-karier-ai.md","pusat-karier-ai","Karier AI: Panduan Lengkap Skill AI, Pekerjaan Masa Depan, dan Cara Menghasilkan Uang","belajar-ai","2026-06-18","AI Praktis Indonesia","false","false","6","1019","59","0",""
"roadmap-belajar-ai.md","roadmap-belajar-ai","Roadmap Belajar AI: Panduan Lengkap dari Pemula hingga Mahir","belajar-ai","2026-06-24","AI Praktis Indonesia","false","false","6","906","41","0",""
"roadmap-menjadi-ai-consultant.md","roadmap-menjadi-ai-consultant","Roadmap Menjadi AI Consultant: Panduan Lengkap dari Pemula hingga Profesional","karier-ai","2026-06-23","AI Praktis Indonesia","false","false","7","878","21","0",""
"roadmap-menjadi-ai-specialist.md","roadmap-menjadi-ai-specialist","Roadmap Menjadi AI Specialist: Panduan Lengkap dari Pemula hingga Profesional","karier-ai","2026-06-23","AI Praktis Indonesia","false","false","7","802","22","0",""
"roadmap-menjadi-prompt-engineer.md","roadmap-menjadi-prompt-engineer","Roadmap Menjadi Prompt Engineer: Panduan Lengkap dari Pemula hingga Profesional","prompt-engineering","2026-06-23","AI Praktis Indonesia","false","false","7","1912","33","0",""
"sertifikasi-ai-gratis.md","sertifikasi-ai-gratis","Sertifikasi AI Gratis: Cara Mendapatkan Sertifikat Artificial Intelligence Tanpa Biaya","karier-ai","2026-06-24","AI Praktis Indonesia","false","false","7","2223","41","0",""
"skill-ai-yang-dibutuhkan-perusahaan.md","skill-ai-yang-dibutuhkan-perusahaan","Skill AI yang Dibutuhkan Perusahaan: Panduan untuk Karyawan dan Fresh Graduate","karier-ai","2026-07-17","AI Praktis Indonesia","false","false","10","4027","52","0",""
"skill-ai-yang-harus-dipelajari.md","skill-ai-yang-harus-dipelajari","Skill AI yang Harus Dipelajari Tahun 2026","karier-ai","2026-06-16","AI Praktis Indonesia","false","false","7","973","16","0",""
"strategi-ai-untuk-umkm-indonesia.md","strategi-ai-untuk-umkm-indonesia","Strategi AI untuk UMKM Indonesia: Panduan Lengkap Memanfaatkan AI untuk Meningkatkan Produktivitas dan Penjualan","ai-untuk-bisnis","2026-06-16","AI Praktis Indonesia","false","false","7","1104","17","0",""
"struktur-prompt-ai-yang-baik.md","struktur-prompt-ai-yang-baik","Struktur Prompt AI yang Baik: Panduan, Format, Contoh, dan Template Siap Pakai","prompt-engineering","2026-07-10","AI Praktis Indonesia","false","false","8","2353","25","0",""
"studi-kasus-ai-untuk-content-creator.md","studi-kasus-ai-untuk-content-creator","Studi Kasus AI untuk Content Creator: Workflow Konten dari Ide sampai Monetisasi","studi-kasus-ai","2026-07-17","AI Praktis Indonesia","false","false","10","4419","47","0",""
"studi-kasus-ai-untuk-umkm.md","studi-kasus-ai-untuk-umkm","Studi Kasus AI untuk UMKM: Contoh Penerapan AI dalam Bisnis Kecil","studi-kasus-ai","2026-07-17","AI Praktis Indonesia","false","false","10","2824","36","0",""
"studi-kasus-umkm-menggunakan-ai.md","studi-kasus-umkm-menggunakan-ai","Studi Kasus UMKM Menggunakan AI: Cara AI Membantu Meningkatkan Produktivitas dan Penjualan","ai-untuk-bisnis","2026-06-19","AI Praktis Indonesia","false","false","7","801","10","0",""
"teknik-prompt-engineering-untuk-pemula.md","teknik-prompt-engineering-untuk-pemula","Teknik Prompt Engineering untuk Pemula","prompt-engineering","2026-06-15","AI Praktis Indonesia","false","false","7","1754","33","0",""
"tools-ai-untuk-bisnis.md","tools-ai-untuk-bisnis","20 Tools AI untuk Bisnis Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1728","28","0",""
"tools-ai-untuk-coding.md","tools-ai-untuk-coding","15 Tools AI untuk Coding Terbaik 2026 untuk Programmer dan Developer","ai-tools","2026-06-28","AI Praktis Indonesia","false","false","7","1678","16","0",""
"tools-ai-untuk-content-creator.md","tools-ai-untuk-content-creator","15 Tools AI untuk Content Creator Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1824","22","0",""
"tools-ai-untuk-customer-service.md","tools-ai-untuk-customer-service","15 Tools AI untuk Customer Service Terbaik 2026: Tingkatkan Layanan Pelanggan dengan Artificial Intelligence","ai-tools","2026-06-30","AI Praktis Indonesia","false","false","7","1876","15","0",""
"tools-ai-untuk-desain-grafis.md","tools-ai-untuk-desain-grafis","15 Tools AI untuk Desain Grafis Terbaik 2026: Buat Desain Profesional Lebih Cepat","ai-tools","2026-06-30","AI Praktis Indonesia","false","false","7","1790","20","0",""
"tools-ai-untuk-freelancer.md","tools-ai-untuk-freelancer","15 Tools AI untuk Freelancer Terbaik 2026: Tingkatkan Produktivitas dan Penghasilan","ai-tools","2026-06-30","AI Praktis Indonesia","false","false","7","802","10","0",""
"tools-ai-untuk-guru.md","tools-ai-untuk-guru","15 Tools AI untuk Guru Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1770","16","0",""
"tools-ai-untuk-hrd.md","tools-ai-untuk-hrd","15 Tools AI untuk HRD Terbaik 2026: Rekrutmen, Screening CV, hingga Employee Engagement","ai-tools","2026-06-30","AI Praktis Indonesia","false","false","7","1681","13","0",""
"tools-ai-untuk-instagram.md","tools-ai-untuk-instagram","15 Tools AI untuk Instagram Terbaik 2026","ai-tools","2026-06-27","AI Praktis Indonesia","false","false","7","1721","16","0",""
"tools-ai-untuk-mahasiswa.md","tools-ai-untuk-mahasiswa","15 Tools AI untuk Mahasiswa Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1705","22","0",""
"tools-ai-untuk-marketing.md","tools-ai-untuk-marketing","15 Tools AI untuk Marketing Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1870","22","0",""
"tools-ai-untuk-menulis-artikel.md","tools-ai-untuk-menulis-artikel","15 Tools AI untuk Menulis Artikel Terbaik 2026","ai-tools","2026-06-27","AI Praktis Indonesia","false","false","7","1859","19","0",""
"tools-ai-untuk-programmer.md","tools-ai-untuk-programmer","15 Tools AI untuk Programmer Terbaik 2026: Coding Lebih Cepat dengan Artificial Intelligence","ai-tools","2026-06-30","AI Praktis Indonesia","false","false","7","803","10","0",""
"tools-ai-untuk-sales.md","tools-ai-untuk-sales","15 Tools AI untuk Sales Terbaik 2026: Tingkatkan Penjualan dengan Artificial Intelligence","ai-tools","2026-06-30","AI Praktis Indonesia","false","false","7","1600","13","0",""
"tools-ai-untuk-seo.md","tools-ai-untuk-seo","15 Tools AI untuk SEO Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","8","1799","18","0",""
"tools-ai-untuk-tiktok.md","tools-ai-untuk-tiktok","15 Tools AI untuk TikTok Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1687","17","0",""
"tools-ai-untuk-umkm.md","tools-ai-untuk-umkm","Tools AI untuk UMKM: 15 AI Terbaik untuk Meningkatkan Produktivitas dan Penjualan","ai-tools","2026-06-19","AI Praktis Indonesia","false","false","8","855","10","0",""
"tools-ai-untuk-youtube.md","tools-ai-untuk-youtube","15 Tools AI untuk YouTube Terbaik 2026","ai-tools","2026-06-26","AI Praktis Indonesia","false","false","7","1897","23","0",""